ID,Is_Lead
CGRANGG6,0.64222085
G6YLRVKY,0.07646752
JFNPJXM7,0.9890141
SWWYDKWQ,0.25304416
KSECEGT7,0.08064661
JDBB2CJB,0.88296807
BUWP64KM,0.036267992
JZMB9NLY,0.12484082
KFAKZKKM,0.9448531
WHFKFYJW,0.28751633
A8BV6TKJ,1.0
4GJRNVQL,0.07457269
5GCPGYHX,0.048703372
UZGJZHHR,1.0
IKFRYS5N,0.39507586
X7HE6KYB,0.32109758
RNR2R93S,0.7011575
7XPDGUDU,0.025162753
AWPUGJTB,0.052425157
PA3J7LQP,0.9008806
DNMTJ6RT,0.029680792
9HQEDNMB,0.07731685
3CSGBKVT,0.03746871
JXN85JGX,0.9850461
2Y9IBIB3,0.99999964
DYLCQGVU,1.0
DW8EJUJF,0.19291589
Q5WY2PIF,0.07920633
4YQZKVQC,0.008640122
NMNZUXNA,0.17469846
WVCCG2BY,0.40008372
8KTZHO6V,0.024872055
X6CMNUA2,0.21750294
DPTMBF2F,1.0
RB2BVC4I,0.10928538
KFDREPXZ,1.0
4LCVX83C,0.0073122103
T8EDDIKC,0.98929554
S2GXBYLZ,0.9999999
4CCJ2DQ2,0.06518077
SXVFF3VB,0.10263757
UDTQWF6B,0.9999993
CUX5TTHU,0.08770411
ZTZPAYT2,0.25873476
Q72QKJSN,0.95995235
96KVMBXG,0.9713759
FOUCFXKU,0.038528062
TJU2TUJF,0.04212204
LKCL6JCC,0.9896527
BW9WFP34,0.47250637
GYBMKVEY,0.9999896
BTZLB34M,0.05017219
8QIMMUDM,0.051085196
COZATZ7V,0.15880698
RW9XGJ7N,0.19960871
AAQXTBRZ,0.6322833
R84MSP6O,0.08115562
WA2Q7UYK,0.06384097
JRUDHJDP,0.050597474
PNV8MLVS,0.574921
ABXMVTE6,0.31292504
HRSRAYGZ,0.38576508
WM74MZ3E,0.0812269
ZJVAI2DO,0.096563846
3NDYRTFL,0.99999964
97TNVASK,0.2771086
7SKAFWKU,0.26323086
QPD839GX,0.043955605
YESXQJ2S,0.21467626
GEJNYXUQ,0.070302024
ZJDFSBDT,0.83791536
4IKLL769,0.027060244
56GMSBMM,0.99933136
GCS6MXIR,0.21456383
EBKLMTFU,0.19546841
BHGD8GTZ,0.12851407
PVFWZ6VN,0.22747938
Q5QWFGQP,0.00043438506
MJKF3BUN,0.9999975
ALDDUZDG,0.90033436
2REK3MMJ,0.07620935
BB77PA4J,0.13028389
XUSZEMGD,0.018059377
GUS7WKGV,0.117266454
GSFZHPCQ,0.05429011
8B48LXZZ,0.045102168
O6EF9GFX,0.06799325
FOC9G9EH,0.7873649
GJTYUMQU,0.9233793
BKBBBPEH,0.4917453
4DUSAFKU,0.023421956
EHRAQUPM,1.0
EQ9ASUFZ,0.037040755
7KCJADKB,0.9949911
6JV4NXE2,0.99999964
NCVNK8PJ,0.503294
TZDWSYDU,1.0
LZLABCGF,0.052931268
SPBCJHKJ,1.0
GRX4R7YU,0.34121236
GBHJRC7E,1.0
IPZBWU5Q,0.20342474
MWDWKIMN,0.71104735
MBM9CRVV,0.14953673
QVGUCHVC,0.031047069
YDMBM63F,0.99999964
R3KQNDAA,0.12384315
M7LAJYD8,0.03170409
VXIJIQFC,0.06777178
9NWCCU6K,0.03552911
GY9V8FFM,1.0
LK8DDGX5,0.074116774
3QGXQ6YP,0.8798561
DUF3WIFM,0.03653146
TMTETDCZ,0.020061329
5TACN4FF,0.9217177
CUXISOCW,0.066481926
ZUYASDBS,0.31190437
MGNVKKNN,0.041479807
N4DHSGWX,0.99999404
IOQZYATO,0.08660087
7BNQAEGR,0.19031274
W8AKNZMT,0.07675125
FUFBZEYY,0.99308926
JROTTYWV,0.034395624
4TONCWEE,0.015253784
D3E5YEJD,0.9999411
CJ3DCV2X,0.06434573
D3RZAKVY,0.6563528
DWSINMTN,0.8932982
MFSDWRVJ,0.92780244
9JBDKQSY,0.05894193
NACCFVRQ,0.10615096
FIYRYF88,0.83326477
CYLEFUXM,0.0697853
RTGGP3RL,0.019565707
SGNZQWIZ,0.06051706
TM3FWYWJ,0.22595197
YDIOZ84B,0.95023704
FGXGURKM,0.009528159
TCCDFUJR,0.95678645
BGRXTFKR,0.947226
N9VGJ6FF,0.022106433
LRZ9MXRW,0.03293568
5DE8QZND,0.24323384
H7Z46FO2,0.0038853604
KJFQK7GM,0.024584394
KYRXCCRS,0.13335161
HMDRYXEE,1.0
SUM4WMGA,0.8105868
EMKZGZ8N,0.47777292
YR6W4RMD,0.98126006
WJR6STSV,0.038633063
GMMY2ZMT,0.08361911
BMSBGXBZ,0.82889366
88VPCIKP,0.19124676
PCYDPWSK,0.045862798
BTE62CFQ,0.05608183
BHW7JDEH,0.21777686
Q5WDEVYZ,1.0
ACQQN8MH,0.19352047
TNDTXP9G,0.99999046
UCYRGAXK,0.051676102
WVYZQUSY,0.118849896
EW8GHKTT,0.9999999
TQMUZDJM,0.41236398
2DRFLDB2,0.947999
KDWVI8NQ,0.5013344
YNWW7FXR,0.095820755
L8JM6ZXB,0.18429114
DBN3T8MF,0.08639929
RVRQYLJC,0.05109048
2LFNUUTE,0.022221666
Y4NSDKQM,0.9998883
VPMWWCPK,0.9639349
GOK9ZYSN,1.0
LF9BOGGA,0.9181501
NTFANVUV,0.0718191
RK2EWMHQ,0.42453432
KP2GSU6C,0.023654502
OADZNRQK,0.05179192
DBT8RZL8,0.010902142
MKMKA5J5,0.050016347
J8FH6WFR,0.063563034
CK4CXBBR,0.23971714
CA4TCKDP,0.16913822
HQXB6EN4,0.14268455
CHHFW5HA,1.0
FANGYL3I,0.9947819
X5K2GJPJ,0.9402968
DCARJJKE,0.09725969
BDHVZJAF,1.0
CUZEQIES,0.18729822
R6TXWBTQ,0.59148103
OKULSB4R,0.123984165
X4VPTTUJ,0.085646
E8EFWSJK,0.08355718
ZZ97AJLZ,0.07867001
JBQTDATP,0.2846803
FCMYSGJV,0.9368085
NVABXJPE,0.06352996
BU5XRHAH,0.07399637
JWR3JQP8,0.11458567
LJRGJCTM,0.07013734
DAQVB93W,0.055358436
YQJGBRWT,0.35214728
JKNQHTZK,0.03415985
DIFNSBWZ,0.89492816
2EXQ6RZC,0.99999726
BA4LYXGQ,0.06452485
L8HWCXR9,0.9879551
MACRQ6JC,1.0
2M69NCLQ,0.07509568
3JBKD6J7,0.10564325
CHTGQ9RZ,0.28637478
2DB3XGKE,0.99999654
PVZUGOIP,0.50309163
RHMGUXEP,0.41510898
5EFRPSMY,0.032239396
BKQGTBTV,0.06154877
WWZZKVLY,0.14045523
8EBMW9DT,0.79437137
NXHODPO5,0.014131107
QHGJDOBH,0.54647267
IQJWZGRE,0.06695031
3YWPETEJ,0.945354
ZASPNSRA,0.14877546
CX2RCNT8,0.020210907
G9UBZTRX,0.05948332
LYPWK3CE,0.034585994
O5RJG2JG,0.85786796
6FZQ8V7X,0.39934868
APVYMUEJ,0.12073827
APYRTS7X,0.03188038
JQUAPVCW,1.0
JJGSRQTO,0.039829668
CJ5BTQUA,0.17818135
PK4T8YYE,0.0043560863
EVPFNZLV,0.0038045067
7HGHOUDY,0.054987542
WT8RRRBV,0.46587455
9NQ4QCLB,0.19037393
CRGOUNUY,0.07061055
FHCGFNMH,0.98784107
HPCYOPGG,0.047714807
FBKRBFAB,0.1606212
L8NZAIU4,0.15067774
KUQAHFNK,0.20100312
LKP7TVPS,0.036453806
DVRDXCGG,0.05635543
XU7TN8BR,0.054395027
GB7DTIVX,0.03344024
ISQJKGGE,0.19159488
NWXUX4JT,0.027517252
UCH8FFYU,0.11683498
2O5T3MSH,0.07387661
ZU5Q5XUW,0.031628698
C9CQEVCB,0.040694006
N3ZDMQBQ,0.9595518
FPMCXN3J,0.050144594
CSPX255Y,0.9268338
MHIPVPZR,0.0065727565
SLQ9T6EG,0.033276718
YSGOYQLH,0.14034924
PG3AFMVD,0.1028692
DKGIDO4D,0.008865852
FO7L834M,0.84868675
2MZD7DRC,0.9999999
64S6QHC6,0.0119446935
PGO7CNWJ,0.9999615
ESANGLZE,0.8494134
KFXHGWME,0.38346076
N8KQE6OI,0.14710882
FM7KCGV2,0.030089293
JXVPUXVX,0.9999938
N3HBA2CN,0.6209739
2MH7J8CO,0.83742696
TXVM2CZ3,0.18612804
EMTAVUNU,0.017827403
MN7CSHZP,0.024781942
DHSGWX4Q,0.30774406
5JELTNUA,0.19490987
AYGPYDNV,0.38382897
NFWTFHCB,0.029432569
6DGY5HOK,0.8672619
JJKQJSQZ,0.049822196
MHFFGHKL,0.03932587
ZRZVVSEB,0.72242063
FAZXHRDE,0.4479553
7IVVAOXY,0.8588625
7ZE7IHZD,0.14013956
5KQDQWFS,0.06948578
MNMTAPPU,0.5148654
UHY44OYG,0.035046637
A6ZVGXFP,0.07100269
FARE9S9D,0.17849384
HB3EPCNB,0.51131713
ZBQWW8AZ,0.09243194
NYPRB2SD,0.15825805
FNUTSS8B,1.0
7ZPXR6O6,0.18985151
8KQNXBPA,1.0
ZPEJPCP2,0.18334138
KUMCKKTE,1.0
6SFZ5JHH,0.45525596
NRQFHPKV,0.5168867
8EWCUWSW,0.020340571
R6SVGRLU,1.0
JUFHVABP,0.063147224
YVH6IRPM,0.03308411
GDSV4DRI,0.93342537
PNUJ7TAV,0.23516895
H2RVUWHG,0.04420188
WAKWVQSQ,0.07259859
4FQAXBZV,0.25361532
XVSULNG4,0.11246681
CRIEYTGG,0.34944984
W7MHSOXV,0.028965026
XB7EG9PB,0.013095129
MZMPMMVM,1.0
5RZQUHQN,0.045562185
RBQ9TGRR,0.14571041
RKMJMKSU,0.03642784
2KMN6ODH,0.060727533
PVNNBJYB,0.13368504
MUVIMBYY,0.07181005
MLFC5SXM,0.23440118
PWXYOHAE,0.5125194
JZPZQVOU,0.32664478
P9SHDW8M,0.45828518
23C7SH3T,0.58067155
EFPNSKCP,1.0
GBEYR3KX,0.0043168333
BGPKWEUP,0.5797051
G37K6XKW,1.0
YX2QJIKG,0.99999726
L838REDS,0.06535759
RUXR4MQR,0.010327173
AA6VH8SN,0.11184769
AGJSKFEU,1.0
RJLC7FR7,0.9999453
A9VFH6BU,0.12012107
HFCEGBO2,0.13465577
XHLFTQGU,0.007833062
7CC5WPKA,0.09250599
4QUGGPMA,0.121957764
AICGAQ9Q,0.9063353
NRFU4ZZZ,0.267826
SZRIR3RX,0.53041446
P9SYDICV,0.06721269
UAVUJX4C,0.5562478
N5PKZELV,1.0
HL3WVWRA,0.05982508
E4DENKLW,0.10896363
AAA2YUVB,0.20558177
TABKHEDT,0.036030278
K7RRFA5H,0.028399697
N3QR8MFG,0.12879668
F39JBYJX,0.114029594
KGBBHVTN,0.0495729
ANUB2CAV,0.98296803
MDGVVTRQ,0.02745183
VH3SKMKV,0.94172895
7HKKVDSW,0.11186162
BTYLKZFU,0.91647387
GN5SQBEE,0.2400374
JMEGEBAE,0.15602465
2SPDEVRA,0.8965405
5EPMWMC6,0.029181935
9Y9WOXM4,0.19370282
PYAYSDXN,0.12129608
KUUKL7NJ,0.10333197
83CMZGJW,1.0
K9FPNNZB,0.0070083668
UDMJB8T5,1.0
BM9UIAD8,0.06962198
4TDFRY2R,0.049602285
FZHAHCJO,0.0312495
MWCTTC7G,0.968574
UGXV7O8L,0.01924805
OBQ3VTUP,0.076222
N3FWNHED,0.06323905
LGJXBTSE,0.09003983
C9JK9B9Y,0.5419294
UOA7AAVN,0.011941633
KCYLQOZU,0.97518766
5PCNHPSA,0.04901576
DY8AZUQP,0.7264389
XGVH62XR,0.0981272
BVCRVF85,0.19995952
NSPTAQ6Y,0.09962837
C3SFEKAM,0.91231644
WRZKJA8C,0.88580173
BXRBJPNR,0.07522958
CMVUTEWY,0.41912007
OWU6ZSAG,0.21939486
OMD8NBUW,0.026138501
9F85LA4B,0.8555549
SCJXHCX3,0.103659004
LZHZVNFI,0.058625203
548IHSDQ,0.0877984
MJIH4YDX,0.9322577
AEPCQRXJ,0.9272648
BN6OJDIA,0.9999963
S8BDO6ZK,0.033593137
MRAV4JKC,0.93629056
HO5W9PBO,0.1357099
BZM9XNIU,0.05515658
JAHG5UT7,0.023065222
NNBTNT8J,0.06613269
27JDSREM,0.072680436
GBWWK36O,1.0
CBLLVRNZ,1.0
AS77VNTJ,0.09898481
KOJDDFRP,0.098520026
CGRSS49X,0.032132693
NOXNSAJT,0.9999958
EPKHLTB3,0.29813546
BYUU43QA,0.008531232
YD4QEYGG,0.009234221
BGKTWL6Q,0.07121761
AJYJDQRM,0.43056834
KNITLEQM,0.3657489
MZP3HCWU,0.18095553
KD2Q3GQE,0.008859623
WKXGYLCK,0.010968889
8HWNLAS9,0.98447675
ZX46YTSK,0.063207634
SGAOFKMF,0.047043297
K9DGBMZF,1.0
8ZXLQPAS,0.07586956
BHIUJVVW,0.9133433
GJBGL54Q,0.21206716
XWWY9P7V,0.94725627
ZKY2JNBH,0.10395516
9CGCGVXD,0.38193077
MCM9XYXS,0.86083245
CJGPXMM4,0.1301792
NS8BX9D5,0.99091667
GSIEFAQW,0.027478723
GMZKU5EA,0.4480405
ADTY9PU2,0.36901322
TSUULXXS,0.038161915
2HWZW5VM,0.99481636
WFITCUHJ,0.27998638
3U69RIWD,0.14159594
42KEYMGU,0.97790384
C6OONWYY,0.03513857
IP7P5NT9,0.065342166
WZLZLWBW,1.0
ZAXIB9EP,1.0
TPVRKBTE,0.04651796
HEKNASKQ,0.08193842
6FRMRDQQ,0.19410396
XK6NHDNT,0.04883359
BE35TPQP,0.06367081
GQZWGXV9,0.07052994
9DXGENRA,0.8812633
XPEMMIZJ,0.33171314
3HSNSC3T,0.071235076
82FT7CII,0.40360016
NR3XLVF9,0.043889996
3N3KEYHC,0.9988556
N9YHVCQU,0.09243237
X6Q4YVPL,0.32745382
LK6RK6WX,0.053867687
RLJVMYWJ,0.8193466
JEDYFGE5,0.15383221
CDH839DU,0.99877185
7WDOCWXC,0.6617536
B8TKJZNB,0.03852915
BTVORDPX,0.13846175
SWWFU4ZS,0.90069497
KTAMENQR,0.025974754
FBJTMYUB,0.07216798
J7U5JTZR,0.04989272
VZ82PDTJ,0.06318267
9TDOM77X,0.06211247
KWNFDAGY,0.9533065
CYAPKWL3,0.0726922
CNMJKBC4,1.0
DZRKR4PM,0.79971296
2S2VPD8J,0.14008468
ZQYUV6HX,0.83556014
MYKZWFD7,0.35326272
TDBZG99R,0.071721934
ES73XVNM,0.62248814
H4Q6U9XV,0.13435778
TZ6T5FGD,0.015901765
M8NN2V3A,1.0
JHY7HD2U,0.050021287
ZAKWKDDC,0.9952154
NVN34S5W,0.013064882
ATYZNK2T,0.08691258
RQENUHYJ,0.08425831
SDFTYSVX,0.44556117
DUCJOJFZ,0.07053307
MB7XMP5N,0.92947495
MW7CRMF8,0.13340962
FNVSKYNV,0.4258811
DNSDFKAI,0.058087252
NPWUN2GH,0.3669703
PXETYN6X,0.19556461
DUZUFNQV,0.036131267
4QWHP97Z,0.9999999
TAJZIMXM,0.99518615
NB8JK6R8,0.0978562
ZM9CAT4B,0.65864754
EGEIUUIS,0.041957483
HFWMVBMX,0.033920597
APJ8ZXT3,0.027346812
AZIGESA3,0.0874463
5MERZNHU,0.94114596
WKXRPCTH,0.93881273
3APXB4AT,0.017482376
GQVACVJ6,0.73263913
4SWR7RQD,0.41138947
4FKCOYXR,0.1261524
FTKFCMHC,0.16330194
5TF7R4GH,0.06448105
ES5A8VCY,0.09866661
7BEMWV5X,1.0
OTKDV9GG,0.90915585
2VRFZ6JJ,0.065347016
JD7IAU3E,0.93923813
XE52HIMJ,0.9999994
UNDDCFXB,0.08887619
MRJEHC9M,0.12198384
HBBWQND7,0.00012827615
QJVIDWLG,0.18017757
EFJ9Q6HX,0.31925642
4UDIW4W8,0.98010594
GC268ABB,0.9129011
FZHOOVYZ,0.06632993
A3N4K7H3,0.023292521
Z89N3HTW,1.0
5MUFJEPQ,1.0
MHQAHKLA,0.11100201
P88K76MX,0.070710175
GXGHDZP9,0.016636325
FEUTJJHY,0.07784656
KF9BF42N,0.015324764
U4WVJ6CS,0.02707464
6NOQINAX,1.0
UNNPX4MO,0.019273708
K7ZRWZTH,0.002858107
AGGEJKZG,0.099722914
8BPXLIVO,0.9999999
3GGRS87C,1.0
2NT7QS9V,0.11322439
RVEWDCKE,0.849897
ZWSXINTT,1.0
WU7N49SU,0.2649829
PN6C7BBC,0.033458523
WMTSO3CU,0.9159171
YPRVIVSG,1.0
7J5TRJW3,0.99999857
9EA3SRCQ,0.053731002
3TE6JBBX,0.03175203
MRGIEHVY,0.021632029
FS7MV4TM,0.0829223
MFPKGAGD,0.88698816
ZWGWDFIS,0.083839275
3M7XSQWQ,0.1132588
KO6TICA4,0.5020949
HQYBDFUT,0.3067302
DAZ69DBT,0.028679203
XXDE77TH,0.6240398
GNVBUCWP,0.05663868
AJY7ADEK,0.08593747
GGY56BQW,0.3921328
5RG7EV6V,0.050324477
GIKCJZKL,0.030797597
JPCNGRZI,0.017387735
6CHEAIQE,0.009619682
RXYQYRPP,0.2491701
A9AZA8QN,0.9999964
FN4SR5DR,0.032465253
GJW2EPFM,0.041582424
RJYGSBGH,0.06499915
MRV99HOQ,0.025226051
KCZLYU9K,0.06280695
ESG42STA,0.43264586
XCR2QYTC,0.10765386
B9ISBORM,0.060969334
FMEGQBPC,0.9950494
HRY2D84P,0.07358259
G7BCNOUA,0.76799864
IYGMENIU,0.13718262
HDMGU9UP,0.11168543
6EFXXEXH,0.08704444
KQIMGNSX,0.96586335
ECHFEYQ9,0.05693847
YK5CFGGJ,0.050613508
76WMHFJX,0.080898374
NBILDSVZ,0.050116792
KFZPXSHE,0.6279162
4JFTXPQK,0.99998176
HKKLG7FA,0.83707696
BDJTQ53N,0.011000246
HGZ9YMFJ,0.24721193
7DEGBVSB,0.09569173
YUMROLR2,0.19859569
C5AWYL8P,0.16289407
MB7KOCDJ,0.79927355
HTZZJTUK,0.080117226
C4WYKEOJ,0.041071195
4IKS3KLJ,1.0
AEKVMX8F,0.48382756
FZ4BT2EY,0.12976953
ZSEN5WIH,0.41120306
ZAJSV8FM,0.03505041
88BQ3TG4,0.04208596
VNSIRB3K,0.49771222
GHGZF4LM,0.06919374
5LEHF6UK,0.02119089
TGRK2G2X,1.0
V4LBVERH,0.9977163
GD4RANRO,1.0
G3HQMNNC,0.20254983
GZVSDU2U,0.21960287
PRXIE8HG,1.0
THEVNUEC,0.02369353
N2FEOWGV,0.99988043
H4MKAANU,0.99988925
RCB55CGX,0.30908594
DDIU7UZN,0.49036407
FNPO4VVQ,0.45883602
ZXSZSG52,0.89971536
CFNZGONW,0.027012514
MG9GD9YE,0.06766189
HGGZK7HQ,0.99997497
OGTMUQGC,0.09483837
3QSADXUY,0.08997679
URLEJQC2,0.025503932
4KWXS7PJ,0.06622902
2HC6KD6Z,0.45433775
FJLXTEFC,0.219945
MERSRKT7,1.0
AEF2WERE,0.95960075
JXQXVSJE,0.24546023
QS3MN5WB,0.47797355
F9ZBJYKA,0.9999101
PVY4DVPE,0.83426285
QYB4XVOE,0.028105004
8I37OTXK,0.24346647
X5JARLUM,0.010691024
MAOBZOPC,0.06523013
HJSUJOOH,0.122619815
EYH9IPA9,0.25041717
H5HPYFKH,0.039688006
3EGWXIPW,0.30513427
5JI8GRLJ,0.08821251
9UXVGH3H,0.01165127
IZFPUQGB,0.07320991
USQVFE9E,0.18367538
5QM2CGYE,0.064801484
XJUND4MM,0.07001517
EIIMM8CB,0.011658137
QM8XF7RX,1.0
JUHHZ98Y,0.03363161
ARWVOVQC,0.45784616
XM7YBVNC,0.07767507
EWAYDCQA,1.0
FFEWXJ9T,0.4272817
HFTRG4ZC,0.1099028
B45ABEZX,0.056948785
TKMZGVHU,0.84038347
GYQBOAKP,0.999964
KFE2TLAL,0.9999988
EMKBDV88,0.99386734
NSR2JNQJ,0.17450605
2VIOBUAJ,0.20908241
VTISE42G,0.5047529
CWJ92F5M,0.056139737
MTJRSKMF,0.09043526
G4IMF4TV,1.0
7JYJ9FSV,0.021763053
S4MNVHPU,0.04760495
UMZ3YFEU,0.9999449
CXNSXZSM,0.21569294
NTDZ4YCE,0.035406034
62ZCRDVC,0.10934475
6ZYHGPHS,0.053254288
FL3KL5AX,0.84620893
FHPNCIBH,0.4529474
UBDAP3CH,0.9999988
POQYVTWM,0.024068113
GSMKMW6J,0.3314021
2VPFZYIT,0.027232736
DJJQBGOA,0.44087806
5H9R4HFM,0.055941455
DFMOBKBA,0.28048673
3M4FTKIG,0.06074162
FDEDFMBX,0.18487771
BEOW9SDD,0.66940975
EOD6VDYL,0.061421137
U37XNUAC,0.06239814
SEYYYZMX,0.038638595
ISFZ9YEJ,0.9879503
6KP3PU3Q,0.019707393
GGYSETOF,0.337412
OB72PME3,0.058136586
FOVAUJAX,0.6984552
FKNTMAG6,0.99997485
GLMY3X9Z,0.38809362
LX3JZCEX,0.22212052
USXQOPZR,0.07665882
OJTQQABY,0.060518887
DLOB46DF,0.17224215
XPU5QYFT,0.10335675
8HAADVGW,0.017324474
6R6ZUZTV,0.3544267
JOWSRVF9,0.97276944
Y7FK6ACM,0.5044064
DTOMB6CN,0.044115018
MEBUTKKV,1.0
JXL3RHWI,0.2680335
9ZWGKOEH,0.325089
D9TG8CZB,0.34028292
TUDCZV6T,0.08707342
4BY9WJGC,0.030830065
BM85FAQV,0.9717136
NWHGWT6C,0.015588373
9C6RDTAY,0.9967399
3RFWMDYV,0.28898406
CWJIDUMA,0.17499574
2G5U2HSV,0.05608613
DPGFTRRG,0.60787016
TMHVXKP2,0.429633
USBBHEFK,0.054496087
ABM2KVQ6,0.9113874
8DNF5SM7,0.04032613
2C4X7DT3,1.0
2ZTFCGCH,0.96736664
BHHXRMPU,0.21449856
2ZRVPMSJ,1.0
KXXPTWGD,0.30607867
ZEX7Q76B,0.99999964
2SN8RUGY,0.5695979
3Q6AMVST,0.084275775
XLYMEJPZ,0.11626625
NVZYLCGT,0.07021242
YV96FAJ5,0.12389961
JRPU8ESQ,0.06692554
WRUT87TM,0.8311787
BPOPXSUM,0.05561638
U6DLLBRU,0.2934728
4PS44CSK,0.009673441
TWQKORVB,0.106663965
JWXD5NTR,0.40663394
2ZDGSPJZ,0.99999833
ZQFPOOXI,0.13078511
E9VBRQUY,0.8757209
ZZXHTGYL,1.0
ITCMQQBQ,0.02236745
H7GM7RJS,0.9980987
YIAYHUXM,0.06092422
DCU24T4A,1.0
YCNVE6EC,0.32353288
DLF4AWLX,0.09257736
FGAWWWC9,0.019245885
7FKS5SXW,0.054656997
WOMFZTYS,0.16337293
MWEXMHJU,0.99999964
XYAF9DYH,0.042706765
2NRNEBVS,0.5703473
YADXVBRS,0.12833233
KS64UMAD,0.5208853
MLASHMZQ,0.020995824
ABFZZ4ZA,0.07525974
GF9SPAMD,0.19573428
QV3DEYFC,0.05005888
XHNJBK9F,0.042883083
FDUE2ZQV,0.04512506
AEGEQXKD,0.42092788
6TKNXBB4,0.03777573
EDATBDJN,0.41292343
XG2Q2OXB,0.30236992
BBJJWDWP,0.004186715
GECWTGDN,0.999897
UD3CXG35,0.32525665
OLMGJ59M,0.3972452
MIFKXSXT,0.0466721
PVKPSWAL,0.58857584
QWTZH9UE,0.9449775
SVTLXJSA,0.9571491
QSG6WOPX,0.9386641
A4RMA9QY,1.0
RXMYYPZK,0.005411264
3NFRECQM,0.033595514
NDQSAV9F,0.08199928
7DTMP7FE,0.023958182
DP9HVJJQ,0.51658803
9AXJMRCV,0.8750665
PSKYNNUJ,0.9999745
ID9SGQED,0.034526743
OLVSSBH2,0.028759362
3CCG3MKT,0.15512522
ZYA5GERR,1.0
CIY2UVJG,0.121795475
VRQZSLTR,0.96192706
5HEPFY8C,0.07279475
TKL8GS8J,0.02307384
BGRXSTLT,1.0
AECLARSZ,0.10127969
ASBMRGVJ,0.11506916
NKUQQGMU,0.06686254
DJAW8QVQ,0.12312111
JQYTJDWP,0.07334413
JUZXVGDY,0.051970452
PTBW5CGS,0.028409868
GFBITTNM,0.51370174
JXJXOFRQ,0.1310976
UTVEN5TM,0.033483718
6FAUBRHB,0.041225288
EHYCJC68,0.99999774
AVY6A4C7,1.0
C8NDMGWC,0.89655185
868AL9AG,0.10790939
KMFRMJ3E,0.096252434
MPFDYSN4,0.019911425
MUKDSSSS,0.9647353
GEUTX7GF,0.8307525
3RRQVEH2,1.0
K4NUXNGZ,1.0
XHZCAJCO,0.99183613
KP35VKPU,1.0
GGX9WDGH,0.39462882
QM2ZYZKZ,0.04134702
HOND6BMW,0.63417155
MXZXUVSU,0.054436993
LZK6MCAQ,1.0
KXTQ27GH,0.10847029
L6HNDBWR,0.040895578
8NZWPHZU,0.47018525
ACVU9MV2,0.07221354
HQVEZV5M,1.0
U4HVP7RT,0.098115176
BN3DORJR,1.0
MUT9GLXB,0.027617173
BKENFDKM,0.3095675
HTIFDMGB,0.25833306
ZZ5APHQN,0.9784025
VK2KXCFH,0.07869068
BF4RDXWX,0.33900583
T9UNZQXC,0.94414115
CTYAH7HM,0.48791468
KYESG8QW,1.0
RCYEXQHZ,0.68633723
Q4URUPZ3,0.014501501
5BRA2IGA,0.14355168
XHPUSWVF,0.021436911
IECWJAAU,0.9813494
VQ2O2DN7,0.0200772
LNCMBTT9,0.065023035
MAEGVKMK,0.08273099
GNSZGMCV,0.93597704
DBCAWMJM,0.014676772
HUXM8RZL,0.057636075
UYNJYHMG,0.43096346
DKXOHXDV,0.6891332
NBPYBTYW,0.0142288115
JYMQNDW5,0.22774065
OD7O9VTN,0.6319773
IP287GLD,0.33558345
OXQXHYPI,0.022533113
GCBHDLXV,0.34108132
OVCZBXTR,0.020627234
NPKHWQ9C,0.022508703
SAHWQTYM,0.55492634
LHK5RFQS,1.0
NPFK74VR,0.9863523
MBJIFSNR,0.013342298
XYTQBNHN,0.86749554
5JJYUQTN,0.035648413
KB4KPEKR,0.02511654
3ETWMSYE,0.06961812
AYTE7PRN,0.9954183
A7BJ8IDS,0.94125515
N6NKA9AJ,0.06709752
J86QPRW9,0.5733176
IRMSSSET,0.022933036
EWQZRESG,0.04100238
H2E7VHHL,0.04756001
AZ4JXDBP,0.99794275
DFFQV6EP,0.99999356
78QLPCVU,0.02604345
M85LCUAD,0.09553917
EDRZDDW8,0.16197628
AMNCBUWQ,0.02563996
A7YMVDA6,0.06386554
SNR548GY,0.12538049
QMAB3MCR,0.09630092
T7EHCQU7,0.11473441
JCWM8RXB,0.31323227
JMAH2SNJ,0.5934328
GMWWJCQW,0.17112945
H6VRXPZ7,0.059800122
4QQPUHHK,0.86904067
JCY8YKGX,0.3524265
RGUSEUDE,0.035000745
HC7JQ2ZJ,0.008735168
ABLQ8SIZ,0.2140071
ZP9MQVU9,0.964197
BMLRTW4D,0.9999684
6BFFUQFG,0.0018110091
8WFCBPOU,1.0
4CLKBXFK,0.034911558
GV3W5Z2Y,0.5405043
ENDYGTKK,0.28572705
ONACXTFT,0.02134178
A2A4RTSD,0.10285772
EWW8ZZ9H,0.9903522
GIVYANRE,1.0
78FFGXFZ,0.06452622
CDK7KPAN,0.9229269
KS2RW77F,0.029172026
DWSPGP8D,0.93123454
CZJSICY4,0.020764967
68SIJL5A,0.022368727
RH3XHGLB,0.018418657
SCK3KH7N,0.08033064
MPXX8DL8,0.8418118
Y2DKYMID,0.15038292
OMMOZJMN,1.0
CLDIQNQB,0.12447017
JS5D6E77,0.9999361
QXNHUXOF,0.7927845
XJWCJJ6T,0.022425724
SWDIK7H2,0.019207919
A6UCPLMS,0.99996555
GUHJ5MTD,0.16028556
NDKN8XEW,0.14020443
PTVD5NYU,0.9998776
JAP3YDMS,0.061546277
TXJJIDGI,0.07645095
LZGRWAUS,0.98596036
JJ2RVPYG,0.16547999
QYTGT885,0.7039011
5U8VHYBB,0.28008822
